lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
ZF85QS7OXKPBG52R7N18,19804,MI,26163,26163590500,C,0,2,165000,90,360,60,2,185000,1,110,30%-<36%,3,35-44,No,2,1,6577,11.68,55500,137,2139,2374,38,Non-Hispanic White,Female,33,FALSE
549300FGXN1K3HLB1R50,29820,NV,32003,32003003231,C,3,1,285000,90,360,0,2,325000,1,155,20%-<30%,2,55-64,No,1,2,7942,39.96,64800,133,1285,1808,9,Non-Hispanic White,Female,25,TRUE
549300FGXN1K3HLB1R50,34980,TN,47149,47149040403,C,3,2,65000,54.01,360,0,2,125000,1,19,36,2,25-34,No,1,2,7806,33.26,73200,77,1652,2527,29,Non-Hispanic White,Female,36,TRUE
549300SP2BPE296CC590,41180,IL,17163,17163503412,C,0,2,85000,80,360,84,2,105000,1,280,<20%,3,<25,No,1,6,5668,15.07,76600,113,1892,2422,49,Non-Hispanic White,Female,15,TRUE
SS1TRMSN6BRNMOREEV51,40140,CA,6071,6071000819,C,0,2,385000,55.88,360,0,2,685000,1,215,38,2,<25,No,3,1,5136,45.76,65800,169,1451,1906,21,Non-Hispanic White,Female,38,FALSE
549300FGXN1K3HLB1R50,19124,TX,48121,48121020309,C,1,1,205000,42.49,360,0,2,475000,1,220,20%-<30%,2,55-64,Yes,1,1,9190,17.81,77200,120,2356,3143,18,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,11244,CA,6059,6059099416,C,3,2,275000,64.87,360,0,2,425000,1,73,47,8,45-54,No,2,2,4678,28.86,92700,106,551,1317,40,Non-Hispanic White,Female,47,TRUE
3Y4U8VZURTYWI1W2K376,31540,WI,55025,55025001403,C,0,2,105000,100,360,0,2,105000,1,42,50%-60%,1,25-34,No,1,2,7979,40.16,88600,89,1546,1854,18,Non-Hispanic White,Female,55,FALSE
549300VZVN841I2ILS84,99999,NC,37047,37047930800,C,6,2,225000,80,360,0,2,275000,1,66,47,2,25-34,No,1,2,4415,38.44,52300,117,1362,1949,38,Non-Hispanic White,Male,47,TRUE
5493000BR75YQF0VQC27,34980,TN,47037,47037017402,C,71,2,215000,95,360,0,2,225000,1,63,44,3,<25,No,1,1,5901,45.43,73200,61,839,1253,43,Non-Hispanic White,Male,44,TRUE
549300GUS13Z72B6KD63,25940,SC,45013,45013010600,C,6,2,285000,75,360,0,2,375000,1,125,30%-<36%,7,65-74,Yes,1,1,4130,5.71,70600,168,1854,2045,24,Non-Hispanic White,Male,33,TRUE
54930080F7BZFCWNV450,38300,PA,42007,42007603202,C,9,2,155000,95,360,0,2,165000,1,90,36,1,25-34,No,2,1,7096,7.43,75500,133,2271,2733,46,Non-Hispanic Black,Male,36,TRUE
6BYL5QZYBDK8S7L73M02,17140,OH,39061,39061005100,C,1,2,335000,89.83,360,0,2,365000,1,194,20%-<30%,3,25-34,No,1,2,2518,10.96,77000,240,848,1052,76,Non-Hispanic White,Male,25,TRUE
5493003V40VGM7YDFM54,41620,UT,49035,49035111201,C,9,2,215000,72.19,360,0,2,305000,1,50,37,2,45-54,No,2,1,2875,11.97,79700,106,681,720,39,Non-Hispanic White,Female,37,TRUE
549300GKFNPRWNS0GF29,33874,PA,42091,42091201706,C,1,2,235000,95,360,0,2,245000,1,110,30%-<36%,1,35-44,No,1,1,4790,24.89,107900,89,1173,1510,62,Non-Hispanic White,Male,33,TRUE
5493002B2WMHY23GFK92,22744,FL,12011,12011110502,C,6,2,145000,95,360,0,2,155000,1,32,49,1,35-44,No,1,1,5465,91.62,65700,98,1243,1497,46,Non-Hispanic Black,Female,49,TRUE
549300HW662MN1WU8550,29404,WI,55059,55059002601,C,1,2,165000,95,360,0,2,175000,1,58,44,1,45-54,No,2,1,9394,31.22,96500,116,2325,2496,14,Non-Hispanic White,Female,44,TRUE
549300DT53TVM4JSTM24,41620,UT,49035,49035115106,C,1,1,255000,95,360,0,2,285000,1,60,30%-<36%,3,25-34,No,1,1,8567,12.84,79700,134,1946,2334,10,Non-Hispanic White,Male,33,TRUE
549300DAUXQ2DCY4H838,14454,MA,25023,25023541100,C,6,2,355000,70,360,0,2,505000,1,238,39,7,45-54,No,1,1,5385,10.18,99300,119,1673,1948,33,Non-Hispanic White,Male,39,TRUE
IWRZQFYIRJ0IMURZBB68,11540,WI,55015,55015020308,C,3,2,135000,44.828,180,0,2,295000,1,39,40,3,35-44,No,1,2,3834,2.37,77900,129,1151,1268,14,Non-Hispanic White,Female,40,TRUE
549300NB3SBC1KHAWB92,19780,IA,19153,19153003001,C,1,2,145000,80,360,0,2,175000,1,56,30%-<36%,7,65-74,Yes,2,1,2132,8.77,79600,131,684,765,76,Non-Hispanic White,Female,33,TRUE
54930043BMDE130FJ617,39340,UT,49049,49049010217,C,3,2,445000,79.99,360,0,2,565000,1,119,43,1,25-34,No,1,1,4879,5.8,74700,183,1018,1311,11,Non-Hispanic White,Male,43,TRUE
5493005HTCBH4TWCVM82,15764,MA,25017,25017334300,C,71,2,545000,97,360,60,2,565000,1,166,37,2,25-34,No,1,1,7491,5.95,110300,147,2282,2487,54,Non-Hispanic White,Female,37,TRUE
549300D0H09HSURFXA20,48424,FL,12099,12099005808,C,6,2,95000,75,360,0,2,125000,1,104,30%-<36%,1,45-54,No,1,1,4930,36.67,74300,86,790,1163,13,Non-Hispanic White,Male,33,TRUE
549300JPGMCMBEJEK584,31700,NH,33011,33011017100,C,0,2,425000,97,360,0,2,445000,1,247,20%-<30%,2,45-54,No,1,2,7733,6.28,94100,156,2594,2999,32,Non-Hispanic White,Male,25,TRUE
549300PW1OR537MRMS88,99999,AZ,4017,4017965300,C,6,2,95000,80,360,0,2,115000,1,30,20%-<30%,2,55-64,No,1,1,4354,23.38,45000,92,1177,3296,27,Non-Hispanic White,Male,25,TRUE
549300FNXYY540N23N64,37964,PA,42101,42101000100,C,3,2,295000,90,360,0,2,335000,1,95,30%-<36%,1,35-44,No,1,1,3608,26.55,61700,193,637,578,76,Non-Hispanic White,Male,33,TRUE
549300FK3AFCFVAPH234,15764,MA,25009,25009211200,C,9,2,295000,80,360,0,2,365000,1,160,20%-<30%,3,35-44,No,1,1,6125,7.05,110300,95,1615,2080,65,Non-Hispanic White,Male,25,TRUE
549300T7AIY7RU1YDP31,99999,MO,29081,29081950300,C,0,2,115000,71.338,180,0,2,155000,1,61,30%-<36%,1,35-44,No,1,1,2912,9.07,53100,105,829,1407,46,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,39340,UT,49049,49049002201,C,0,2,305000,49.18,360,0,2,625000,1,170,50%-60%,2,25-34,No,1,1,7484,17.22,74700,112,886,1122,12,Non-Hispanic White,Male,55,FALSE
549300FGXN1K3HLB1R50,29404,IL,17097,17097860905,C,0,2,175000,85,360,0,2,205000,1,53,39,2,35-44,No,1,2,6236,17.59,96500,82,1875,2346,42,Non-Hispanic White,Male,39,TRUE
E57ODZWZ7FF32TWEFA76,20524,NY,36079,36079010800,C,8,1,365000,78.09,360,0,2,465000,1,80,49,2,45-54,No,1,5,3260,22.3,97400,126,977,1341,49,Non-Hispanic White,Male,49,TRUE
549300DD4R4SYK5RAQ92,11700,NC,37021,37021001100,C,1,2,205000,75,360,0,2,265000,1,63,48,1,45-54,No,1,1,4837,15.63,62500,105,1306,2118,64,Non-Hispanic White,Female,48,TRUE
549300IJ8KTGYPKLXK63,32820,MS,28033,28033071000,C,9,1,185000,95,360,0,2,195000,1,62,48,3,55-64,Yes,1,1,9328,10.01,63400,163,3118,3490,14,Non-Hispanic White,Female,48,TRUE
549300FGXN1K3HLB1R50,47664,MI,26099,26099206700,C,0,2,225000,90,360,0,2,255000,1,69,47,1,35-44,No,3,1,3799,17.79,83200,90,1056,1534,60,Non-Hispanic White,Female,47,FALSE
549300ZUZB0H1M5M3I66,14540,KY,21227,21227011800,C,0,2,45000,97,360,0,2,55000,1,22,36,2,<25,No,1,1,5563,3.74,56800,111,1938,2663,30,Non-Hispanic White,Male,36,FALSE
SS1TRMSN6BRNMOREEV51,26420,TX,48201,48201252000,C,3,2,375000,90,360,0,2,415000,1,161,30%-<36%,2,45-54,No,2,2,14788,56.35,75600,178,4174,4630,10,Non-Hispanic White,Male,33,TRUE
549300SHE1JTCOWBP090,25860,NC,37027,37027031000,C,0,2,155000,70.4411,360,60,2,215000,1,89,20%-<30%,3,45-54,No,1,6,2834,7.66,55000,109,884,1833,38,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,44180,MO,29077,29077004700,C,3,2,125000,97,360,0,2,135000,1,53,42,1,65-74,Yes,1,2,4939,3.38,59500,139,1670,2318,29,Non-Hispanic White,Female,42,TRUE
54930001NSTOD85LT125,35084,NJ,34035,34035051300,C,1,2,185000,60.656,360,0,2,305000,1,118,<20%,1,55-64,No,1,1,2420,26.16,100700,99,744,941,63,Non-Hispanic White,Female,15,TRUE
549300PL8ER6H23P0Z91,36420,OK,40083,40083600500,NC,6,2,505000,42.017,360,0,2,1195000,1,398,20%-<30%,7,55-64,No,1,6,7486,13.88,69300,98,2450,2987,20,Non-Hispanic White,Male,25,TRUE
549300WK15ESCDNJ5M35,99999,NY,36101,36101961400,C,0,1,125000,60.98,180,0,2,205000,1,100,30%-<36%,2,45-54,No,1,2,2263,3.93,64300,110,724,1471,67,Non-Hispanic White,Male,33,TRUE
549300KBWX4NV5Q1E376,17140,OH,39165,39165032100,C,1,2,425000,90,360,0,2,475000,1,125,40,1,55-64,No,1,1,6412,14,77000,103,1849,2343,31,Non-Hispanic White,Male,40,TRUE
549300CY7WNAHKHYSJ73,34820,NC,37019,37019020507,C,3,2,145000,80,360,0,2,175000,1,46,46,3,65-74,Yes,1,2,6685,6.93,61700,112,3069,4054,18,Non-Hispanic White,Male,46,TRUE
549300LE3ZOZXUS7W648,35380,LA,22095,22095070400,C,6,2,75000,95,360,0,2,75000,1,71,43,3,55-64,No,1,1,4440,42.86,65700,127,1278,1598,31,Non-Hispanic Black,Female,43,TRUE
549300LS4IRCYZSRMH20,13820,AL,1021,1021060102,C,6,2,155000,95,360,0,2,155000,1,74,37,9,55-64,No,2,2,6445,20.74,69400,76,1772,2498,33,Non-Hispanic White,Male,37,TRUE
549300FGXN1K3HLB1R50,33460,MN,27037,27037060507,C,3,2,165000,96.98,360,0,2,175000,1,68,48,3,45-54,No,2,2,3534,16.13,93600,121,1098,1280,27,Non-Hispanic White,Male,48,TRUE
549300QTN66CFMVWLH03,40340,MN,27109,27109001100,C,0,2,105000,34.48,180,0,2,295000,1,152,20%-<30%,3,55-64,No,2,2,2987,10.14,86200,109,1090,1228,36,Non-Hispanic White,Female,25,TRUE
549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,1,2,95000,85,360,0,2,115000,1,73,20%-<30%,1,25-34,No,1,1,4189,10.19,66900,143,1330,1840,59,Non-Hispanic White,Female,25,TRUE
549300FGXN1K3HLB1R50,40140,CA,6065,6065040609,C,1,2,205000,36.03,360,0,2,555000,1,90,30%-<36%,3,65-74,Yes,1,1,11831,78.78,65800,191,2286,2807,8,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,48424,FL,12099,12099005300,C,1,2,75000,71.43,360,0,2,105000,1,35,38,2,55-64,No,2,1,4291,17.94,74300,124,1325,2097,57,Non-Hispanic White,Female,38,TRUE
6BYL5QZYBDK8S7L73M02,30780,AR,5125,5125010510,C,1,2,175000,95,360,0,2,185000,1,131,41,2,<25,No,1,2,9484,20.65,65900,132,2705,3481,14,Non-Hispanic White,Female,41,TRUE
SS1TRMSN6BRNMOREEV51,19804,MI,26163,26163550700,C,1,2,175000,80,360,0,2,225000,1,90,20%-<30%,2,25-34,No,1,2,5606,5.57,55500,222,1917,1989,71,Non-Hispanic White,Female,25,TRUE
UBNR8NKAK8J9JL4NZF88,18140,OH,39049,39049007120,C,3,2,145000,97,360,0,2,145000,1,51,43,3,<25,No,1,2,4984,23.68,76000,89,1199,1653,46,Non-Hispanic White,Male,43,TRUE
549300L1DBFIJZI8LA40,24860,SC,45007,45007010103,C,71,2,245000,95,360,0,2,255000,1,76,30%-<36%,9,25-34,No,1,1,7682,17.56,64200,137,2434,2885,26,Non-Hispanic White,Male,33,TRUE
549300DD4R4SYK5RAQ92,40900,CA,6067,6067006701,C,9,2,225000,104.38,360,0,2,235000,1,55,43,1,35-44,No,1,1,8908,79.98,80400,73,1206,2026,32,Non-Hispanic Black,Female,43,TRUE
549300DPWFIO1S3DF358,18140,OH,39159,39159050301,C,0,2,315000,90,360,84,2,345000,1,84,40,3,35-44,No,1,2,3603,4.33,76000,127,1209,1411,22,Non-Hispanic White,Male,40,TRUE
549300GRGZDEH4ZGQS06,33874,PA,42091,42091207001,C,1,2,215000,60,360,0,2,365000,1,58,49,3,55-64,No,1,1,8044,12.37,107900,119,2372,2792,26,Non-Hispanic White,Female,49,TRUE
6BYL5QZYBDK8S7L73M02,26980,IA,19103,19103010302,C,0,2,395000,90,360,0,2,445000,1,220,20%-<30%,1,25-34,No,1,2,12746,13.24,85400,131,3920,4549,15,Non-Hispanic White,Female,25,TRUE
549300TZUUEG8RUJI536,38060,AZ,4013,4013104802,C,6,2,315000,68.989,360,0,2,455000,1,116,30%-<36%,2,35-44,No,1,2,5592,16.47,69100,136,1545,1958,39,Non-Hispanic White,Female,33,TRUE
54930043BMDE130FJ617,41620,UT,49035,49035113801,C,3,2,255000,97,360,0,2,265000,1,52,37,1,35-44,No,1,2,5572,43.92,79700,86,1123,1525,41,Non-Hispanic White,Male,37,TRUE
549300DD4R4SYK5RAQ92,16740,NC,37025,37025041302,C,1,2,165000,73.57,180,0,2,225000,1,84,20%-<30%,2,25-34,No,1,1,8018,32.38,71300,141,2308,2668,0,Non-Hispanic White,Male,25,TRUE
549300SHE1JTCOWBP090,49180,NC,37057,37057061100,C,0,2,165000,100.6172,360,60,2,165000,1,70,20%-<30%,3,35-44,No,1,6,6858,9.76,62000,89,2048,2776,32,Non-Hispanic White,Male,25,TRUE
549300DZCP6EQ7DCSD79,11460,MI,26161,26161444000,C,6,2,305000,80,360,0,2,385000,1,130,30%-<36%,2,35-44,No,1,1,6166,4.65,92900,134,2023,2777,38,Non-Hispanic White,Male,33,TRUE
549300ZCR1XCLNEEI724,48424,FL,12099,12099001904,C,71,2,55000,35.65,360,0,2,155000,1,27,49,7,65-74,Yes,2,1,3353,61.59,74300,74,955,1548,30,Non-Hispanic White,Female,49,TRUE
549300HWKC3HG76QHU70,34980,TN,47037,47037013300,C,6,2,475000,95,360,0,2,495000,1,125,39,3,25-34,No,1,1,3986,42.47,73200,50,744,1525,55,Non-Hispanic White,Male,39,TRUE
549300ONBM4MGXXBTA44,26420,TX,48201,48201555402,C,6,2,165000,80,360,0,2,205000,1,100,30%-<36%,3,35-44,No,1,1,7822,32.98,75600,96,1176,2390,27,Non-Hispanic White,Male,33,TRUE
549300YKTME1U7Z0UN20,45060,NY,36067,36067010322,C,0,2,105000,89.34,360,0,2,125000,1,48,20%-<30%,3,35-44,No,1,1,3776,11.73,74100,144,1248,1382,25,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,35614,NJ,34017,34017012900,C,1,2,275000,85,360,0,2,325000,2,78,41,1,55-64,No,1,1,4417,62.58,78000,76,569,1276,69,Non-Hispanic White,Male,41,TRUE
549300DD4R4SYK5RAQ92,15980,FL,12071,12071001701,C,1,2,65000,80,360,0,2,75000,1,47,49,1,55-64,No,1,1,2633,6.95,63700,86,919,1291,33,Non-Hispanic White,Female,49,TRUE
5493003XRX2RA8ES6W23,25540,CT,9013,9013535100,C,0,2,205000,97,360,0,2,215000,1,46,41,2,25-34,No,1,1,9320,8.59,96700,122,2399,2739,35,Non-Hispanic White,Male,41,TRUE
549300HW662MN1WU8550,14740,WA,53035,53035091600,C,3,2,245000,90,360,0,2,275000,1,43,46,2,65-74,Yes,1,2,6405,32.46,82600,78,1415,2132,29,Non-Hispanic White,Female,46,TRUE
549300F8C5JA44WNMI75,25540,CT,9013,9013881500,C,0,2,195000,68.421,360,0,2,305000,1,65,37,1,25-34,No,1,1,5609,21.86,96700,99,1287,2104,42,Non-Hispanic White,Male,37,FALSE
549300GKFNPRWNS0GF29,34980,TN,47187,47187050103,C,1,2,455000,90,360,0,2,605000,1,254,30%-<36%,3,35-44,No,1,1,4302,6.32,73200,154,1455,1737,30,Non-Hispanic White,Male,33,TRUE
549300PC4MFWQBNVKG88,38060,AZ,4013,4013117000,C,0,2,315000,97,360,0,2,325000,1,75,46,2,45-54,No,3,1,5879,75.23,69100,72,846,1674,55,Non-Hispanic White,Female,46,FALSE
549300PL8ER6H23P0Z91,99999,GA,13187,13187960201,C,0,2,155000,97,360,0,2,165000,1,57,47,7,45-54,No,1,1,10325,6.63,48900,112,2393,3496,17,Non-Hispanic White,Male,47,FALSE
549300SHE1JTCOWBP090,49180,NC,37057,37057060602,C,0,2,185000,100,360,60,2,185000,1,96,38,3,45-54,No,1,6,2696,12.28,62000,108,790,1118,33,Non-Hispanic White,Male,38,TRUE
549300GRGZDEH4ZGQS06,33874,PA,42091,42091209100,C,1,2,205000,89,360,0,2,235000,1,108,42,2,45-54,No,1,6,5399,11.45,107900,94,1650,1963,33,Non-Hispanic White,Male,42,TRUE
E57ODZWZ7FF32TWEFA76,35614,NY,36061,36061010800,NC,0,1,1005000,65,360,0,2,1555000,1,280,30%-<36%,1,45-54,No,1,5,9116,20.44,78000,347,2005,173,51,Non-Hispanic White,Male,33,TRUE
VN1JLT1F3FLLVN3FZG89,18140,OH,39041,39041012200,C,9,2,345000,80,360,0,2,425000,1,173,30%-<36%,9,45-54,No,1,1,4943,8.62,76000,117,1290,1725,23,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,36740,FL,12117,12117020806,C,1,2,385000,95,360,0,2,415000,1,128,42,3,45-54,No,1,1,6894,44.89,62900,126,1456,1944,21,Non-Hispanic White,Male,42,TRUE
549300D36J5CQX0I4F44,29620,MI,26065,26065006200,C,71,2,165000,90,360,0,2,185000,1,56,38,1,35-44,No,1,1,5407,4.33,73900,109,1719,1985,36,Non-Hispanic White,Female,38,TRUE
549300KBWX4NV5Q1E376,38300,PA,42019,42019912002,C,6,2,135000,45.438,360,0,2,285000,1,142,<20%,3,45-54,No,1,1,4672,9.63,75500,180,1221,1547,23,Non-Hispanic White,Female,15,TRUE
549300REENMLD2RN3W58,99999,AL,1123,1123962502,C,1,2,145000,78.69251,360,0,2,185000,1,60,39,1,25-34,No,2,1,2814,8.56,48500,140,1170,2819,21,Non-Hispanic White,Male,39,TRUE
549300C6TQAJABMFOR79,47664,MI,26125,26125166900,C,3,2,155000,95,360,0,2,165000,1,84,42,1,35-44,No,1,2,3617,22.62,83200,120,1208,1412,44,Non-Hispanic White,Male,42,TRUE
549300HW662MN1WU8550,17020,CA,6007,6007000502,C,1,2,385000,97,360,0,2,435000,1,101,39,1,25-34,No,1,1,4282,39.28,60500,39,254,1100,34,Non-Hispanic White,Male,39,TRUE
549300FGXN1K3HLB1R50,47894,VA,51059,51059422302,C,1,2,485000,80,360,0,2,605000,1,194,41,2,35-44,No,1,1,5394,41.68,114900,115,2076,1744,26,Non-Hispanic Black,Male,41,TRUE
549300CY7WNAHKHYSJ73,26420,TX,48201,48201420900,NC,6,2,755000,54,360,0,2,1405000,1,281,39,1,45-54,No,1,6,6472,30.58,75600,353,2081,2391,20,Non-Hispanic White,Male,39,TRUE
6BYL5QZYBDK8S7L73M02,99999,WI,55135,55135100700,C,1,2,45000,95,360,0,2,55000,1,26,37,1,45-54,No,2,1,3296,12.62,67800,86,845,1281,45,Non-Hispanic White,Male,37,TRUE
549300FGXN1K3HLB1R50,13140,TX,48245,48245011001,C,3,2,105000,97,360,0,2,115000,1,42,50%-60%,1,35-44,No,1,2,4991,19.98,64100,112,1570,1978,46,Non-Hispanic White,Female,55,TRUE
549300PT6CCDYU4VHM41,99999,PA,42111,42111020400,C,0,2,85000,62.963,180,0,2,135000,1,62,20%-<30%,8,45-54,No,1,1,3733,3.13,60500,95,1260,1817,70,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,41180,MO,29183,29183311331,C,0,2,225000,91.66,180,0,2,245000,1,104,20%-<30%,3,45-54,No,1,1,4519,14.61,76600,122,1419,1762,37,Non-Hispanic White,Female,25,TRUE
549300YB1H2FRI6JPM51,24340,MI,26081,26081010600,C,1,2,175000,64.82,360,0,2,275000,1,103,<20%,1,35-44,No,1,1,11092,5.31,70300,125,3365,3721,26,Non-Hispanic White,Male,15,TRUE
5493005NU5BA00C1N451,47664,MI,26093,26093730102,C,9,2,145000,68.84,360,0,2,215000,1,72,20%-<30%,3,55-64,Yes,1,1,4030,2.63,83200,128,1266,1365,15,Non-Hispanic White,Female,25,TRUE
549300ZQKLX5VHD8E865,41180,MO,29510,29510117400,C,8,2,205000,85,360,0,2,245000,1,81,20%-<30%,1,25-34,No,1,2,4307,41.19,76600,91,928,1756,76,Non-Hispanic White,Male,25,TRUE
549300NNL9H573MWO110,99999,UT,49051,49051940500,C,6,2,455000,28.238,360,0,2,2105000,1,136,45,2,35-44,No,1,2,10730,22.64,71100,121,2356,4577,15,Non-Hispanic White,Male,45,TRUE
COINQMNIM6RBU631DD85,22220,AR,5143,5143010302,C,3,2,355000,95,360,0,2,375000,1,141,20%-<30%,3,25-34,No,1,1,14823,68.2,64500,69,1620,3569,16,Non-Hispanic White,Male,25,TRUE
549300ONBM4MGXXBTA44,26420,TX,48039,48039660702,C,6,2,395000,90,360,0,2,435000,1,184,46,1,35-44,No,1,2,14324,60.29,75600,141,3017,4411,13,Non-Hispanic White,Female,46,TRUE
549300WKFR15017V9850,19740,CO,8005,8005086900,C,1,2,305000,96,360,0,2,315000,1,57,49,3,<25,No,1,1,3039,58.6,89900,55,200,305,19,Non-Hispanic White,Female,49,TRUE
VN1JLT1F3FLLVN3FZG89,99999,PA,42083,42083420700,C,0,2,205000,90.5,180,0,2,255000,1,36,20%-<30%,2,35-44,No,1,6,4405,2.5,60500,92,1359,2120,58,Non-Hispanic White,Male,25,FALSE
54930034MNPILHP25H80,27260,FL,12089,12089050101,C,1,2,195000,90,360,0,2,215000,1,43,44,3,25-34,No,1,1,6564,26.66,69900,79,1893,3563,32,Non-Hispanic White,Male,44,TRUE
549300SSW7BYB4WN4238,40140,CA,6071,6071002706,C,1,2,415000,94.29,360,0,2,445000,1,166,30%-<36%,1,25-34,No,1,2,9651,71.45,65800,150,1636,2026,34,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,38060,AZ,4021,4021001708,C,1,2,245000,95,360,0,2,255000,1,93,39,2,65-74,Yes,1,1,6043,30.86,69100,109,1755,2789,0,Non-Hispanic White,Male,39,TRUE
549300D36J5CQX0I4F44,99999,MI,26067,26067031300,C,71,2,135000,95,360,0,2,145000,1,46,39,2,25-34,No,1,1,8087,5.76,58700,115,2470,3098,37,Non-Hispanic White,Male,39,TRUE
549300HFXTV55C2HHM89,38060,AZ,4013,4013112505,C,1,1,165000,97,360,0,2,165000,1,31,41,1,55-64,No,1,1,8896,94.08,69100,41,579,1320,25,Non-Hispanic Black,Female,41,TRUE
3Y4U8VZURTYWI1W2K376,35840,FL,12115,12115002202,C,3,2,335000,95,360,0,2,355000,1,253,30%-<36%,2,55-64,No,1,2,4557,8.51,70300,135,1615,2832,37,Non-Hispanic White,Male,33,TRUE
549300KM40FP4MSQU941,31084,CA,6037,6037543601,C,1,2,335000,80,360,0,2,415000,1,95,41,1,45-54,No,1,1,4135,87.16,69300,139,760,930,49,Non-Hispanic White,Male,41,TRUE
549300FGXN1K3HLB1R50,99999,NH,33009,33009960400,C,3,2,205000,85,360,0,2,235000,1,72,47,3,45-54,No,1,1,3663,4.72,80600,87,1229,5266,30,Non-Hispanic White,Male,47,TRUE
54930043BMDE130FJ617,11460,MI,26161,26161405500,C,3,2,135000,75,360,0,2,185000,1,75,20%-<30%,3,25-34,No,1,2,2299,35.54,92900,79,796,964,47,Non-Hispanic White,Female,25,TRUE
549300AI4ZHB6MX23W09,29940,KS,20045,20045000200,C,6,2,95000,90,360,0,2,105000,1,132,30%-<36%,1,35-44,No,1,1,6856,18.76,87400,73,1326,2934,50,Non-Hispanic White,Female,33,TRUE
5493001E3OD1D4Y8KX63,99999,PA,42097,42097081900,C,0,2,125000,93,360,0,2,135000,1,42,30%-<36%,2,45-54,No,2,1,5879,2.84,60500,119,2157,2579,44,Non-Hispanic White,Male,33,TRUE
549300FK3AFCFVAPH234,14454,MA,25023,25023504102,C,6,2,475000,80,360,0,2,595000,1,120,46,2,35-44,No,1,1,5168,1.39,99300,142,1664,1776,46,Non-Hispanic White,Female,46,TRUE
549300FGXN1K3HLB1R50,19804,MI,26163,26163556300,C,3,2,185000,97,360,0,2,185000,1,62,30%-<36%,3,25-34,No,1,2,3088,22.09,55500,150,1017,1197,46,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,41884,CA,6075,6075013200,C,1,2,575000,62.16,360,0,2,925000,1,180,20%-<30%,1,25-34,No,1,1,4796,20.98,116400,172,1067,1114,76,Non-Hispanic White,Male,25,TRUE
549300KW705BBINDIZ26,29420,AZ,4015,4015954900,C,3,2,165000,90,360,0,2,195000,1,59,43,3,45-54,No,2,1,3920,19.26,49600,136,1050,1674,27,Non-Hispanic White,Male,43,TRUE
SS1TRMSN6BRNMOREEV51,26420,TX,48201,48201411900,C,0,2,455000,57.71,180,0,2,785000,1,159,36,2,35-44,No,3,1,3558,18.38,75600,221,840,1552,60,Non-Hispanic White,Male,36,FALSE
O4XVIZ10YPQYFKUKCF76,38060,AZ,4013,4013614600,C,1,2,215000,97.83,360,0,2,235000,1,51,30%-<36%,1,35-44,No,2,1,6234,27.38,69100,86,1229,2097,23,Non-Hispanic White,Male,33,TRUE
549300FTS7TVGFDGUH88,26900,IN,18097,18097355900,NC,0,2,545000,100,360,181,2,545000,1,210,40,2,25-34,No,1,6,2311,21.38,75100,51,427,1199,76,Non-Hispanic White,Female,40,TRUE
54930043BMDE130FJ617,41620,UT,49035,49035112201,C,3,2,385000,95,360,0,2,405000,1,116,30%-<36%,2,25-34,No,1,1,5456,19.41,79700,102,1525,1757,40,Non-Hispanic White,Male,33,TRUE
549300DD4R4SYK5RAQ92,16740,NC,37071,37071030102,C,1,2,255000,89.06,360,0,2,285000,1,55,45,3,35-44,No,1,1,3863,28.14,71300,94,1137,1620,29,Non-Hispanic Black,Male,45,TRUE
549300HW662MN1WU8550,30780,AR,5045,5045031005,C,1,2,455000,66.62,360,0,2,695000,1,309,20%-<30%,2,35-44,No,2,1,8040,21.69,65900,145,1644,2085,10,Non-Hispanic White,Male,25,TRUE
549300F8C5JA44WNMI75,33124,FL,12086,12086009806,C,71,2,155000,80,360,0,2,195000,1,49,36,2,25-34,No,1,1,2966,75.25,52300,99,923,285,38,Non-Hispanic Black,Female,36,TRUE
549300MY7KEVWMI4DF64,41180,MO,29189,29189221626,C,6,1,355000,80,360,0,2,445000,1,83,30%-<36%,2,25-34,No,1,1,6686,10.1,76600,236,2018,2095,27,Non-Hispanic White,Male,33,TRUE
