lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
SS1TRMSN6BRNMOREEV51,26900,IN,18097,18097357900,C,6,2,155000,90,360,0,2,165000,1,60,30%-<36%,3,25-34,No,2,2,4013,24.02,75100,71,992,1685,73,Non-Hispanic White,Female,33,TRUE
ZF85QS7OXKPBG52R7N18,99999,WI,55113,55113100500,C,0,2,305000,70.465,360,0,2,435000,1,187,20%-<30%,1,45-54,No,1,1,3378,3.46,67800,107,1475,4331,34,Non-Hispanic White,Male,25,TRUE
5493002T0LSBGS6UOG37,26420,TX,48201,48201553700,C,6,2,195000,95,360,0,2,205000,1,84,39,3,25-34,No,1,1,3989,41.51,75600,117,1062,1256,33,Non-Hispanic White,Male,39,TRUE
SS1TRMSN6BRNMOREEV51,15980,FL,12071,12071050106,C,1,2,455000,47.19,360,60,2,965000,1,220,38,3,65-74,Yes,1,1,3451,6.26,63700,145,1474,2562,29,Non-Hispanic White,Male,38,TRUE
6BYL5QZYBDK8S7L73M02,33460,MN,27037,27037060828,C,0,2,175000,89.72,360,120,2,235000,1,83,20%-<30%,3,55-64,No,1,6,4013,29.75,93600,86,686,859,16,Non-Hispanic White,Male,25,TRUE
549300ZMO1A0DHCESP30,23104,TX,48439,48439113404,C,6,2,175000,80,360,0,2,225000,1,67,20%-<30%,2,25-34,No,1,2,6225,38.41,75000,83,1445,1807,50,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,23104,TX,48439,48439113927,C,3,2,205000,97,360,0,2,215000,1,60,36,1,25-34,No,1,2,14068,27.13,75000,136,3341,4464,10,Non-Hispanic White,Male,36,TRUE
549300FNXYY540N23N64,27260,FL,12109,12109021203,C,3,2,145000,42.424,360,0,2,335000,1,62,37,3,25-34,No,1,1,7719,11.44,69900,123,2303,3054,20,Non-Hispanic White,Female,37,TRUE
549300FGXN1K3HLB1R50,31084,CA,6037,6037143902,C,1,2,555000,90,360,0,2,615000,1,148,48,1,25-34,No,1,1,3003,18.65,69300,277,808,744,57,Non-Hispanic White,Male,48,TRUE
549300EWFHPBZH38K695,99999,WI,55111,55111001100,C,0,2,275000,85,360,0,2,325000,1,85,37,1,35-44,No,1,6,4141,2.78,67800,112,1243,1687,51,Non-Hispanic White,Female,37,TRUE
549300TWPFOYZ33TOU32,29820,NV,32003,32003002824,C,71,2,145000,41.176,360,0,2,345000,1,44,36,9,45-54,No,1,1,1780,30.9,64800,122,496,669,36,Non-Hispanic White,Male,36,TRUE
549300FGXN1K3HLB1R50,12700,MA,25001,25001015100,C,3,2,135000,79.39,360,0,2,165000,1,42,39,1,45-54,No,1,2,3771,14.29,86200,102,1355,1928,27,Non-Hispanic White,Female,39,TRUE
549300KBWX4NV5Q1E376,43524,MD,24021,24021752301,C,1,2,145000,57.739,360,0,2,255000,1,62,30%-<36%,1,>74,Yes,1,1,4855,43.71,118700,75,1030,1389,20,Non-Hispanic White,Male,33,TRUE
5493005RDTT7HVODH436,99999,NY,36013,36013030100,C,0,2,25000,80,180,0,2,35000,1,55,36,9,25-34,No,1,6,4047,16.63,64300,68,750,1478,74,Non-Hispanic White,Female,36,TRUE
549300LE3ZOZXUS7W648,12940,LA,22033,22033004603,C,6,2,315000,95,360,0,2,335000,1,135,45,2,25-34,No,1,1,4894,51.68,74500,128,1111,1619,21,Non-Hispanic White,Male,45,TRUE
549300GKFNPRWNS0GF29,16940,WY,56021,56021002000,C,0,2,305000,97,360,0,2,315000,1,63,45,2,25-34,No,1,6,8158,9.81,79900,113,2682,3341,23,Non-Hispanic White,Female,45,TRUE
549300ZCR1XCLNEEI724,33124,FL,12086,12086008208,C,71,2,335000,80,360,0,2,425000,1,154,43,7,45-54,No,2,1,4765,72.57,52300,119,800,1293,41,Non-Hispanic White,Female,43,TRUE
549300FGXN1K3HLB1R50,19124,TX,48113,48113019206,C,3,1,255000,95,360,0,2,265000,1,69,45,1,25-34,No,1,2,6400,40.13,77200,102,1067,1560,40,Non-Hispanic White,Male,45,TRUE
549300HW662MN1WU8550,49340,MA,25027,25027709702,C,1,2,95000,70,360,0,2,145000,1,33,30%-<36%,1,45-54,No,1,2,2629,19.82,86900,94,516,870,76,Non-Hispanic White,Male,33,TRUE
ZF85QS7OXKPBG52R7N18,20740,WI,55017,55017011200,C,1,2,105000,40,180,0,2,255000,1,48,20%-<30%,1,35-44,No,1,1,6668,3.24,72000,105,2094,2489,42,Non-Hispanic White,Male,25,TRUE
549300GKFNPRWNS0GF29,22180,NC,37051,37051003700,C,0,2,255000,95,360,0,2,265000,1,143,42,2,35-44,No,1,1,7060,34.99,52800,140,1993,2966,22,Non-Hispanic White,Male,42,TRUE
549300FNXYY540N23N64,43524,MD,24031,24031700716,C,3,2,355000,90,360,0,2,405000,1,129,30%-<36%,2,45-54,No,1,1,8146,66.78,118700,91,2044,2000,30,Non-Hispanic White,Female,33,TRUE
549300KM40FP4MSQU941,42644,WA,53033,53033011401,C,1,2,385000,97,360,0,2,395000,1,100,30%-<36%,1,35-44,No,1,1,4041,55.63,103400,70,762,1221,37,Non-Hispanic White,Female,33,TRUE
6BYL5QZYBDK8S7L73M02,49420,WA,53077,53077000400,NC,0,2,525000,80,360,0,2,655000,1,250,36,2,45-54,No,1,2,7344,21.81,54700,157,2366,3151,44,Non-Hispanic White,Male,36,TRUE
SS1TRMSN6BRNMOREEV51,14100,PA,42037,42037051300,C,0,2,65000,95,360,0,2,65000,1,32,30%-<36%,1,55-64,Yes,3,2,3013,5.94,65400,106,977,1279,56,Non-Hispanic White,Male,33,FALSE
549300IJ8KTGYPKLXK63,32820,TN,47157,47157021351,C,9,2,265000,85,360,0,2,315000,1,75,36,2,25-34,No,1,1,4387,28.24,63400,153,1384,1701,36,Non-Hispanic White,Male,36,TRUE
549300DD4R4SYK5RAQ92,12060,GA,13013,13013180103,C,1,2,265000,95,360,0,2,275000,1,98,44,1,25-34,No,1,1,4674,14.81,74400,132,1295,1651,13,Non-Hispanic White,Male,44,TRUE
254900TTZ395IC926125,11244,CA,6059,6059042326,C,1,2,405000,85,360,0,2,475000,1,120,30%-<36%,1,35-44,No,1,1,4785,35.32,92700,112,1063,1586,34,Non-Hispanic White,Male,33,TRUE
54930001NSTOD85LT125,41180,MO,29189,29189219400,C,71,2,215000,80,360,0,2,265000,1,185,20%-<30%,3,35-44,No,1,1,6263,5.7,76600,164,2110,2276,71,Non-Hispanic White,Male,25,TRUE
549300KIOYNU323LVJ37,40140,CA,6071,6071001702,C,5,2,425000,80,360,0,2,575000,1,81,45,3,35-44,No,1,1,4832,71.77,65800,99,848,1236,36,Non-Hispanic White,Male,45,TRUE
549300DD4R4SYK5RAQ92,40140,CA,6071,6071001905,C,0,2,415000,101.85,360,0,2,425000,1,118,50%-60%,1,45-54,No,3,1,6146,70.55,65800,153,1259,1699,16,Non-Hispanic White,Male,55,FALSE
549300FGXN1K3HLB1R50,17460,OH,39035,39035175202,C,3,2,95000,97,360,0,2,95000,1,51,36,2,25-34,No,1,2,3014,5.04,70700,149,901,1003,40,Non-Hispanic White,Male,36,TRUE
549300IEP77RKJ87Z176,41420,OR,41047,41047010702,C,0,2,365000,95,360,0,2,375000,1,67,50%-60%,7,25-34,No,3,1,6113,9.46,67300,122,1807,2352,28,Non-Hispanic White,Male,55,FALSE
549300DD4R4SYK5RAQ92,42644,WA,53033,53033032203,C,3,2,495000,90,360,0,2,555000,1,117,38,1,35-44,No,1,1,7530,31.62,103400,155,2358,2541,24,Non-Hispanic White,Male,38,TRUE
54930057D962HC4SF615,38060,AZ,4013,4013816000,C,1,2,175000,39.747,180,0,2,425000,1,82,48,9,55-64,Yes,1,2,12261,21.69,69100,189,2844,3435,9,Non-Hispanic White,Male,48,TRUE
5493004G43JM6M5BFR40,41180,MO,29189,29189217931,C,6,2,255000,95,360,0,2,275000,1,184,30%-<36%,1,45-54,No,2,1,6553,11.96,76600,126,1928,2364,44,Non-Hispanic White,Female,33,TRUE
549300REENMLD2RN3W58,42340,GA,13103,13103030204,C,1,2,185000,95,360,0,2,195000,1,143,30%-<36%,1,45-54,No,1,1,3947,40.74,65200,93,822,1321,22,Non-Hispanic White,Male,33,TRUE
549300XY02VS45I5ZZ90,19780,IA,19153,19153011300,C,6,2,155000,70,360,0,2,225000,1,74,48,1,45-54,No,1,1,16418,6.5,79600,138,5053,5211,12,Non-Hispanic White,Male,48,TRUE
54930034MNPILHP25H80,99999,AL,1043,1043964800,C,3,2,85000,80,360,0,2,105000,1,27,30%-<36%,1,25-34,No,1,1,4604,11.9,48500,90,951,1507,43,Non-Hispanic White,Male,33,TRUE
549300CY7WNAHKHYSJ73,36420,OK,40109,40109108107,C,0,2,445000,75,360,0,2,595000,1,575,<20%,2,45-54,No,1,2,2875,13.43,69300,196,1013,1070,30,Non-Hispanic White,Male,15,TRUE
549300FGXN1K3HLB1R50,13380,WA,53073,53073010200,C,0,2,175000,97,360,0,2,185000,1,102,30%-<36%,3,<25,No,3,1,8947,20.72,77500,93,2227,3151,37,Non-Hispanic White,Male,33,FALSE
549300NL3JN3ABDPH257,33460,MN,27123,27123042202,C,3,2,185000,55,360,0,2,335000,1,75,46,7,<25,No,1,2,5470,36.38,93600,90,1200,1522,43,Non-Hispanic White,Female,46,TRUE
549300FGXN1K3HLB1R50,47664,MI,26125,26125170000,C,3,1,415000,95,360,0,2,445000,1,157,36,2,25-34,No,1,1,2580,3.99,83200,149,927,1069,67,Non-Hispanic White,Male,36,TRUE
549300C4J510S9L1RF98,33460,MN,27053,27053022700,C,6,1,305000,90,360,0,2,335000,1,166,20%-<30%,7,55-64,No,2,1,4345,32.8,93600,87,1081,1194,56,Non-Hispanic White,Male,25,TRUE
5493009OLY1HC3F0SB77,35980,CT,9011,9011650100,C,6,2,355000,94.624,360,0,2,375000,1,107,20%-<30%,3,55-64,No,1,1,2454,6.72,86500,115,879,1193,48,Non-Hispanic White,Male,25,TRUE
254900O723MCLR701H50,16974,IL,17031,17031241100,C,71,2,325000,90,360,0,2,355000,1,117,20%-<30%,2,25-34,No,1,1,4062,51.75,82400,94,401,1252,76,Non-Hispanic White,Male,25,TRUE
5493001R92DY5DI1DI85,16580,IL,17147,17147954600,C,0,2,285000,96,360,0,2,295000,1,67,50%-60%,7,35-44,No,3,1,6166,2.51,79800,123,2082,2607,40,Non-Hispanic White,Female,55,FALSE
549300FGXN1K3HLB1R50,26420,TX,48167,48167721400,C,0,2,285000,95,360,0,2,295000,1,114,50%-60%,1,55-64,Yes,3,1,7406,16.57,75600,175,2124,2365,20,Non-Hispanic White,Male,55,FALSE
549300GKMQB8BGTSPK09,38300,PA,42003,42003524000,C,6,2,115000,95,360,0,2,115000,1,77,30%-<36%,7,35-44,No,1,2,2560,14.57,75500,74,505,1063,68,Non-Hispanic White,Female,33,TRUE
54930001NSTOD85LT125,33460,MN,27053,27053126100,C,6,2,395000,80,180,0,2,495000,1,162,46,1,45-54,No,1,1,6592,45.74,93600,117,1304,160,31,Non-Hispanic White,Female,46,TRUE
5493002Y5XYV7DV1ZV88,16974,IL,17031,17031830008,C,71,2,125000,75,360,0,2,165000,1,58,37,7,45-54,No,1,1,4495,90.79,82400,103,1313,1674,35,Non-Hispanic Black,Male,37,TRUE
549300DD4R4SYK5RAQ92,47260,VA,51550,51550021302,C,0,2,315000,97,360,0,2,325000,1,57,49,3,35-44,No,3,6,10125,47.76,74800,142,2729,3285,20,Non-Hispanic Black,Male,49,FALSE
549300XY02VS45I5ZZ90,19780,IA,19049,19049050811,C,71,2,125000,91.53,360,0,2,135000,1,42,30%-<36%,3,25-34,No,1,2,9163,18.52,79600,135,2354,2496,12,Non-Hispanic White,Female,33,TRUE
549300SHE1JTCOWBP090,24660,NC,37081,37081014503,C,0,2,95000,90,360,60,2,105000,1,30,20%-<30%,3,45-54,No,1,6,3729,80.72,59800,47,555,1300,46,Non-Hispanic Black,Male,25,TRUE
ZF85QS7OXKPBG52R7N18,16974,IL,17031,17031081800,NC,0,2,815000,80,360,120,2,1015000,1,278,46,1,45-54,No,2,6,7325,16.04,82400,221,2755,307,13,Non-Hispanic White,Male,46,TRUE
549300GUS13Z72B6KD63,18700,OR,41003,41003000900,C,6,2,375000,95,360,0,2,395000,1,118,30%-<36%,7,35-44,No,1,1,5419,15.83,84100,145,1274,1796,43,Non-Hispanic White,Female,33,TRUE
549300DD4R4SYK5RAQ92,16740,NC,37119,37119003015,C,0,2,275000,80,360,0,2,345000,1,127,20%-<30%,2,35-44,No,1,1,4404,17.08,71300,173,1643,1827,30,Non-Hispanic White,Male,25,TRUE
5493001HBUA9JSUEWO16,17900,SC,45063,45063021303,C,71,2,445000,80,180,0,2,555000,1,362,<20%,3,25-34,No,1,1,3075,2.63,68800,155,1238,1986,30,Non-Hispanic White,Male,15,TRUE
549300DT53TVM4JSTM24,43580,IA,19193,19193003500,C,3,2,165000,80,360,0,2,245000,1,48,41,3,25-34,No,2,1,3980,7.69,66800,117,1282,1799,53,Non-Hispanic White,Male,41,TRUE
549300NL3JN3ABDPH257,40340,MN,27109,27109001302,C,0,2,295000,80,180,0,2,365000,1,95,37,7,45-54,No,1,1,4689,9.17,86200,117,1568,1673,30,Non-Hispanic White,Male,37,TRUE
6BYL5QZYBDK8S7L73M02,31084,CA,6037,6037191902,NC,0,2,1245000,80,360,0,2,1555000,1,375,41,2,45-54,No,1,6,3014,28.73,69300,189,547,843,76,Non-Hispanic White,Male,41,TRUE
6BYL5QZYBDK8S7L73M02,28140,MO,29095,29095018500,C,0,2,375000,100,360,0,2,375000,1,225,<20%,9,65-74,Yes,1,6,3399,19.83,79900,147,1074,1288,18,Non-Hispanic White,Female,15,FALSE
549300FGXN1K3HLB1R50,42644,WA,53033,53033025102,C,1,2,455000,88.84,360,0,2,515000,1,150,20%-<30%,3,25-34,No,2,1,7729,51.31,103400,125,1967,2368,14,Non-Hispanic White,Female,25,TRUE
549300IJ8KTGYPKLXK63,32820,TN,47157,47157008600,C,9,2,295000,95,360,0,2,315000,1,144,20%-<30%,3,35-44,No,1,1,6174,23.03,63400,171,1955,2521,58,Non-Hispanic White,Female,25,TRUE
54930034MNPILHP25H80,41180,MO,29510,29510115100,C,3,2,125000,95,360,0,2,135000,1,45,40,3,25-34,No,1,1,4226,26.36,76600,68,1055,1618,76,Non-Hispanic Black,Female,40,TRUE
549300HW662MN1WU8550,31084,CA,6037,6037650901,C,9,2,465000,80,360,0,2,595000,1,135,30%-<36%,2,25-34,No,1,1,6102,54.82,69300,112,1044,2040,59,Non-Hispanic White,Female,33,TRUE
549300ZMO1A0DHCESP30,19124,TX,48085,48085030202,C,6,2,365000,80,360,0,2,465000,1,110,42,1,45-54,No,1,1,2077,12.18,77200,120,676,873,21,Non-Hispanic White,Male,42,TRUE
549300MRP46SVQMWOE81,39580,NC,37183,37183054012,C,0,2,395000,50,180,0,2,835000,1,190,43,8,55-64,Yes,1,1,3948,19.1,84300,137,1123,1387,34,Non-Hispanic White,Male,43,TRUE
549300W07W12OUENKR02,99999,MI,26059,26059050200,C,3,2,35000,97,360,0,2,45000,1,32,30%-<36%,2,<25,No,1,2,2906,3.48,58700,96,1001,1374,40,Non-Hispanic White,Male,33,TRUE
5493001R92DY5DI1DI85,16974,IL,17031,17031242300,NC,6,2,635000,90,360,85,2,705000,1,195,38,7,35-44,No,1,1,3149,24.45,82400,142,615,1107,76,Non-Hispanic White,Male,38,TRUE
549300SHE1JTCOWBP090,15500,NC,37001,37001021600,C,0,2,145000,100,360,60,2,145000,1,46,50%-60%,3,35-44,No,1,6,7428,19.98,55100,105,1289,2059,29,Non-Hispanic Black,Female,55,TRUE
549300PL8ER6H23P0Z91,42644,WA,53061,53061050102,C,3,2,275000,95,360,0,2,285000,1,80,30%-<36%,7,35-44,No,1,1,5966,35.6,103400,78,1096,1201,23,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,47260,VA,51550,51550021101,C,3,1,315000,97,360,0,2,325000,1,158,30%-<36%,3,55-64,No,1,2,5168,12.4,74800,153,1620,1818,31,Non-Hispanic White,Male,33,TRUE
54930043BMDE130FJ617,36260,UT,49057,49057210100,C,3,2,455000,79.49,360,0,2,575000,1,145,20%-<30%,2,55-64,No,1,1,7164,5.08,76800,115,2197,3924,23,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,16974,IL,17043,17043842605,C,3,2,115000,95,360,0,2,125000,1,36,40,2,25-34,No,1,2,4186,11.75,82400,158,1386,1639,49,Non-Hispanic White,Male,40,TRUE
549300RAGLSEPN0V3D13,19660,FL,12035,12035060204,C,6,2,205000,95,360,0,2,215000,1,117,40,1,35-44,No,1,1,7993,34.33,55700,110,1672,3077,14,Non-Hispanic White,Male,40,TRUE
549300FGXN1K3HLB1R50,36220,TX,48135,48135000700,C,3,2,105000,97,360,0,2,115000,1,49,44,1,55-64,No,1,2,4865,73.07,75300,71,781,1413,42,Non-Hispanic White,Female,44,TRUE
549300YB1H2FRI6JPM51,24340,MI,26139,26139022900,C,3,2,235000,95,360,0,2,255000,1,104,20%-<30%,2,25-34,No,1,1,6525,19.14,70300,91,1474,2129,57,Non-Hispanic White,Female,25,TRUE
549300HW662MN1WU8550,29420,AZ,4015,4015952002,C,3,2,195000,95,360,0,2,205000,1,38,39,2,55-64,No,1,2,6607,18.83,49600,110,2103,3899,15,Non-Hispanic White,Female,39,TRUE
549300DD4R4SYK5RAQ92,99999,NC,37055,37055970400,C,0,2,325000,95,360,0,2,345000,1,153,47,2,45-54,No,3,1,2827,8.77,52300,160,750,4457,27,Non-Hispanic White,Male,47,FALSE
549300SCFU7K14E0J331,33460,MN,27123,27123032400,C,6,2,165000,101.68,360,0,2,175000,1,40,45,3,<25,No,1,1,2768,69.65,93600,69,503,879,70,Non-Hispanic White,Male,45,TRUE
549300DT53TVM4JSTM24,34100,TN,47063,47063100600,C,3,2,135000,80,360,0,2,165000,1,32,49,3,25-34,No,1,1,6886,5.29,50900,101,2028,2812,29,Non-Hispanic White,Female,49,TRUE
UBNR8NKAK8J9JL4NZF88,18140,OH,39049,39049007953,C,3,2,125000,80,360,0,2,155000,1,42,43,2,45-54,No,1,2,6641,16.22,76000,111,1972,2080,21,Non-Hispanic White,Female,43,TRUE
549300X3PFQJ32XJSB27,99999,MI,26103,26103002100,C,3,2,45000,96.5,360,0,2,55000,1,32,20%-<30%,2,25-34,No,1,2,3126,2.88,58700,142,1136,1333,44,Non-Hispanic White,Male,25,TRUE
549300DPWFIO1S3DF358,17460,OH,39035,39035189111,C,0,2,215000,75,360,84,2,295000,1,85,48,3,35-44,No,1,2,6977,15.28,70700,160,1728,1888,26,Non-Hispanic White,Male,48,TRUE
549300SHE1JTCOWBP090,16740,NC,37025,37025041503,C,0,2,195000,98.5641,360,60,2,195000,1,108,<20%,3,45-54,No,1,6,3224,25.06,71300,119,921,1182,15,Non-Hispanic White,Male,15,TRUE
5493005WWQ2221ORBN75,12060,GA,13121,13121010110,C,8,2,375000,75,360,0,2,515000,1,135,41,2,45-54,No,1,1,5483,34.29,74400,124,1211,1205,31,Non-Hispanic White,Female,41,TRUE
549300FGXN1K3HLB1R50,12060,GA,13255,13255160200,C,0,2,165000,64.8,360,0,2,255000,1,28,>60%,2,55-64,No,3,1,6278,29.75,74400,88,1944,2716,19,Non-Hispanic White,Female,65,FALSE
549300DT53TVM4JSTM24,34980,TN,47187,47187050103,C,0,2,445000,75,360,0,2,595000,1,76,50%-60%,1,25-34,No,3,1,4302,6.32,73200,154,1455,1737,30,Non-Hispanic White,Male,55,FALSE
254900V9842QPBGIO804,28020,MI,26077,26077002903,C,1,1,115000,95,360,0,2,115000,1,38,41,3,55-64,Yes,1,1,4691,41.23,70300,44,360,643,36,Non-Hispanic White,Female,41,TRUE
549300ZJK68X6PQU2308,18140,OH,39041,39041011102,C,0,2,105000,90,360,0,2,115000,1,99,30%-<36%,1,45-54,No,1,1,5495,5.4,76000,125,1735,1976,30,Non-Hispanic White,Female,33,TRUE
549300MRP46SVQMWOE81,20500,NC,37063,37063002028,C,0,2,225000,100,360,0,2,225000,1,61,42,3,25-34,No,1,1,7083,57.33,78700,110,1303,1744,11,Non-Hispanic Black,Female,42,TRUE
549300VN6R2RF61VB858,15980,FL,12071,12071001202,C,71,2,95000,95,360,0,2,105000,1,70,20%-<30%,3,25-34,No,1,1,9434,23.56,63700,121,2474,3170,12,Non-Hispanic Black,Female,25,TRUE
549300SIZ5KBISEZE503,49340,MA,25027,25027750200,C,0,2,325000,66.327,360,120,2,495000,1,205,40,1,55-64,No,1,6,7411,6.98,86900,133,2226,2679,42,Non-Hispanic White,Female,40,TRUE
549300HOJG1DA7FIZ225,33260,TX,48329,48329010112,C,71,2,425000,80,360,0,2,525000,1,422,50%-60%,3,35-44,No,2,1,11068,26.88,100700,148,3697,4197,18,Non-Hispanic White,Male,55,TRUE
549300DQMFK1KT7KEB48,15540,VT,50007,50007003100,C,3,2,365000,80,360,0,2,455000,1,102,39,9,25-34,No,1,2,9054,7.08,93000,121,2983,3576,27,Non-Hispanic White,Male,39,TRUE
549300NQA30MEKPQP417,47894,VA,51510,51510201600,NC,6,2,1015000,85,360,0,2,1195000,1,385,<20%,3,35-44,No,1,6,4695,34.23,114900,119,929,1471,29,Non-Hispanic White,Male,15,TRUE
549300TV5ZED3EINI708,99999,WI,55069,55069960700,C,1,2,235000,81.4,360,0,2,285000,1,218,<20%,9,35-44,No,1,1,3800,5.55,67800,123,1412,1876,37,Non-Hispanic White,Male,15,TRUE
E57ODZWZ7FF32TWEFA76,41940,CA,6085,6085509700,NC,0,1,1285000,80,360,0,2,1605000,1,386,20%-<30%,3,35-44,No,1,5,3041,47.39,123400,114,506,978,55,Non-Hispanic White,Male,25,TRUE
5493008VVXQIDO1EZ460,17140,OH,39061,39061025102,C,6,2,175000,90,360,0,2,195000,1,38,48,3,<25,No,1,1,7692,7.64,77000,136,2153,2469,41,Non-Hispanic White,Male,48,TRUE
549300FGXN1K3HLB1R50,41740,CA,6073,6073017050,C,0,2,475000,80,360,0,2,595000,1,171,30%-<36%,1,45-54,No,3,1,3197,49.36,81800,108,558,769,36,Non-Hispanic White,Male,33,FALSE
254900TTZ395IC926125,12540,CA,6029,6029002808,C,3,2,255000,80,360,0,2,315000,1,123,41,8,65-74,Yes,1,1,7104,49.83,58700,204,1513,2175,24,Non-Hispanic White,Female,41,TRUE
549300C6TQAJABMFOR79,19804,MI,26163,26163591600,C,0,2,195000,97,360,0,2,205000,1,54,40,1,45-54,No,1,2,2050,22.44,55500,163,648,732,16,Non-Hispanic Black,Female,40,TRUE
549300WKFR15017V9850,19740,CO,8059,8059011711,C,6,2,125000,75,360,0,2,165000,1,22,46,8,35-44,No,1,1,4110,14.43,89900,100,1143,1101,43,Non-Hispanic White,Male,46,TRUE
549300FGXN1K3HLB1R50,18580,TX,48007,48007950100,C,0,2,405000,63.01,360,0,2,715000,1,23,>60%,3,65-74,Yes,3,1,5610,18.7,63600,86,1991,4521,28,Non-Hispanic White,Male,65,FALSE
549300DAUXQ2DCY4H838,39300,MA,25005,25005616100,C,6,2,405000,80,360,0,2,505000,1,98,47,7,45-54,No,1,1,6547,4.63,80600,128,2107,2188,29,Non-Hispanic White,Male,47,TRUE
254900Q6IHGQO7INVC79,40380,NY,36117,36117020301,C,3,1,175000,95,360,0,2,185000,1,70,30%-<36%,1,25-34,No,1,2,3843,3.43,74000,80,1035,1412,33,Non-Hispanic White,Female,33,TRUE
549300DPWFIO1S3DF358,17460,OH,39093,39093095100,C,1,2,125000,80,360,0,2,155000,1,91,30%-<36%,3,25-34,No,1,1,7847,22.11,70700,122,1647,1983,42,Non-Hispanic White,Male,33,TRUE
549300YTNLQPR4PKXG57,35614,NJ,34031,34031143400,C,71,2,255000,95,360,0,2,275000,1,70,48,7,45-54,No,1,1,7462,25.02,78000,114,1290,2208,59,Non-Hispanic White,Male,48,TRUE
549300DD4R4SYK5RAQ92,39580,NC,37183,37183053413,C,1,2,315000,95,360,0,2,335000,1,140,20%-<30%,1,35-44,No,1,2,5771,21.83,84300,144,1562,1876,15,Non-Hispanic White,Male,25,TRUE
549300YKBMBBIIMQJS94,99999,MO,29023,29023950300,C,9,2,245000,75,180,0,2,325000,1,159,20%-<30%,9,35-44,No,1,1,6782,6.49,53100,113,1561,3079,38,Non-Hispanic White,Male,25,TRUE
549300567BJCXPG9IV35,49660,OH,39155,39155933001,C,1,2,125000,94,360,0,2,125000,1,40,44,1,45-54,No,1,1,5787,4.37,61000,170,2203,2527,41,Non-Hispanic White,Male,44,TRUE
549300IJ8KTGYPKLXK63,32820,TN,47157,47157009400,C,9,1,175000,95,360,0,2,185000,1,98,20%-<30%,2,25-34,No,1,2,3720,21.32,63400,108,1055,1644,59,Non-Hispanic White,Male,25,TRUE
N4662XQCE3KKIZ6EZS08,35300,CT,9009,9009175400,C,0,2,275000,95,360,0,2,295000,1,75,48,3,<25,No,1,1,4045,25.64,86200,93,811,1680,63,Non-Hispanic White,Male,48,TRUE
549300FGXN1K3HLB1R50,39460,FL,12015,12015030200,C,0,2,165000,80,360,0,2,205000,1,60,>60%,3,65-74,Yes,3,1,7743,11.02,58300,86,2467,3922,27,Non-Hispanic White,Male,65,FALSE
549300MU2YI0HXIT3257,17140,OH,39061,39061011100,C,0,2,155000,96.966,360,0,2,155000,1,52,30%-<36%,1,25-34,No,1,1,3306,60.86,77000,85,1019,1337,56,Non-Hispanic Black,Male,33,FALSE
549300XED7IBK9VVQH70,33874,PA,42029,42029311100,C,1,1,285000,80,360,0,2,355000,1,205,30%-<36%,1,35-44,No,1,1,3635,12.27,107900,136,1085,1385,32,Non-Hispanic White,Male,33,TRUE
5493007L4GYNO2PUBS09,23844,IN,18089,18089043300,C,3,2,75000,28.226,180,0,2,245000,1,62,20%-<30%,1,65-74,Yes,1,2,10533,25.39,69400,147,3017,3376,20,Non-Hispanic White,Male,25,TRUE
549300VZVN841I2ILS84,49340,MA,25027,25027742300,C,6,2,365000,80,360,0,2,455000,1,88,41,1,25-34,No,1,2,4158,18.11,86900,141,1010,1316,65,Non-Hispanic White,Male,41,TRUE
549300LAE6XLBPPTPI03,41180,IL,17119,17119403802,C,3,2,155000,95,360,0,2,165000,1,79,47,3,35-44,No,1,2,4516,2.7,76600,109,1413,1895,49,Non-Hispanic White,Male,47,TRUE
549300HW662MN1WU8550,48424,FL,12099,12099001917,C,1,2,135000,97,360,0,2,135000,1,42,47,3,25-34,No,1,1,4169,62.7,74300,62,658,866,27,Non-Hispanic Black,Male,47,TRUE
5493001QVY14BXG42N39,15764,MA,25017,25017383901,C,0,2,305000,80,360,0,2,385000,1,83,20%-<30%,8,35-44,No,1,2,7933,15.06,110300,113,2725,2771,51,Non-Hispanic White,Female,25,TRUE
549300FGXN1K3HLB1R50,20500,NC,37063,37063002020,C,0,2,435000,94.99,360,0,2,455000,1,174,43,3,35-44,No,3,1,6902,35.31,78700,183,2227,2468,13,Non-Hispanic Black,Female,43,FALSE
ZF85QS7OXKPBG52R7N18,33460,WI,55093,55093960800,C,1,2,225000,95,360,0,2,245000,1,122,30%-<36%,2,35-44,No,1,1,3642,6.59,93600,83,1229,1579,59,Non-Hispanic White,Male,33,TRUE
